C,NEMP.WORLD,PREDISPATCH,AEMO,PUBLIC,2026/09/04,03:32:05,0000000535965578,,0000000535965573
I,PREDISPATCH,CASESOLUTION,2,PREDISPATCHSEQNO,RUNNO,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED,INTERVENTION
D,PREDISPATCH,CASESOLUTION,2,"2026/09/04 04:00:00",1,2,,0,-540471836.4080,0,0,0,0,0,,,,,0,0,0,"2026/09/04 03:31:55",0
I,PDREGION,,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 04:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 05:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 05:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 06:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 06:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 07:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 07:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 08:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 08:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 09:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 09:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 10:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 10:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 11:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 11:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 12:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 12:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 13:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 13:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 14:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 14:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 15:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 15:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 16:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 16:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 17:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 17:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 18:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 18:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 19:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 19:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 20:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 20:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 21:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 21:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 22:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 22:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 23:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/04 23:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 00:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 00:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 01:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 01:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 02:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 02:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 03:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 03:30:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:VS_900_HY_TEST,"2026/09/05 04:00:00",900,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 04:00:00",788.55179,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 04:30:00",789.42119,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 05:00:00",788.5872,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 05:30:00",792.00979,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 06:00:00",795.7961,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 06:30:00",799.58996,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 07:00:00",802.62854,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 07:30:00",805.844,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 08:00:00",807.79066,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 08:30:00",809.243,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 09:00:00",811.15049,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 09:30:00",814.98987,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 10:00:00",821.36409,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 10:30:00",821.68926,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 11:00:00",823.10465,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 11:30:00",822.60363,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 12:00:00",819.67886,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 12:30:00",816.58806,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 13:00:00",812.0407,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 13:30:00",799.3675,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 14:00:00",801.64391,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 14:30:00",798.77601,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 15:00:00",806.45717,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 15:30:00",790.92303,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 16:00:00",817.59223,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 16:30:00",830.21756,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 17:00:00",826.70229,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 17:30:00",829.68037,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 18:00:00",832.37706,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 18:30:00",835.721,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 19:00:00",835.4945,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 19:30:00",834.85492,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 20:00:00",831.48283,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 20:30:00",830.61654,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 21:00:00",829.88368,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 21:30:00",829.99103,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 22:00:00",829.22083,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 22:30:00",827.66505,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 23:00:00",826.73517,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/04 23:30:00",825.83071,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 00:00:00",824.79038,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 00:30:00",823.73263,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 01:00:00",823.43757,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 01:30:00",822.71108,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 02:00:00",822.85554,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 02:30:00",822.95038,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 03:00:00",821.12455,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 03:30:00",820.57354,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_650,"2026/09/05 04:00:00",817.62246,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 04:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 04:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 05:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 05:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 06:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 06:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 07:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 07:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 08:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 08:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 09:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 09:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 10:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 10:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 11:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 11:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 12:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 12:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 13:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 13:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 14:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 14:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 15:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 15:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 16:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 16:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 17:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 17:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 18:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 18:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 19:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 19:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 20:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 20:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 21:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 21:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 22:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 22:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 23:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/04 23:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 00:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 00:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 01:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 01:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 02:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 02:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 03:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 03:30:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S:V_700_HY_TEST,"2026/09/05 04:00:00",700,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 04:00:00",179.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 04:30:00",179.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 05:00:00",180.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 05:30:00",180.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 06:00:00",180.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 06:30:00",180.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 07:00:00",182.88,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 07:30:00",182.88,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 08:00:00",181.902,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 08:30:00",180.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 09:00:00",178.968,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 09:30:00",176.034,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 10:00:00",174.078,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 10:30:00",174.078,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 11:00:00",174.078,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 11:30:00",160.1,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 12:00:00",164.012,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 12:30:00",163.034,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 13:00:00",162.056,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 13:30:00",162.056,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 14:00:00",162.056,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 14:30:00",160.1,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 15:00:00",160.1,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 15:30:00",161.078,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 16:00:00",162.056,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 16:30:00",163.034,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 17:00:00",164.99,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 17:30:00",167.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 18:00:00",169.88,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 18:30:00",169.88,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 19:00:00",168.902,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 19:30:00",166.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 20:00:00",165.968,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 20:30:00",167.924,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 21:00:00",166.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 21:30:00",166.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 22:00:00",166.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 22:30:00",166.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 23:00:00",165.968,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/04 23:30:00",164.99,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/05 00:00:00",166.946,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/05 00:30:00",169.88,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/05 01:00:00",170.858,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,S>>MW2MW3_NWRB1,"2026/09/05 01:30:00",169.88,0,0,0
